# ID,pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_radj,pl_radjerr1,pl_radjerr2,st_rad,st_raderr1,st_raderr2,pl_tranflag,ra,dec,st_elon,st_elat,pl_orbper
 405,          "Pr0201 b",5.9999998659e-02,5.9999998659e-03,5.9999998659e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2337625897e+00,2.4907393478e-01,2.2271188726e-01,1.1499999762e+00,1.1999999732e-01,1.1999999732e-01,0,1.3043260193e+02,2.0226890564e+01,1.2750936127e+02,1.8971290588e+00,4.4264001846e+00
 406,"NGC 2682 YBP 1194 b,7.1571461539e-02,4.7016469992e-04,4.7016469992e-04,3.0000001192e-01,7.9999998212e-02,7.9999998212e-02,9.9360000610e+01,2.0469999313e+01,2.0469999313e+01,1.0746206034e+00,4.0544797222e-01,2.9118036510e-01,1.0040897640e+00,5.8753969249e-02,5.8753969249e-02,0,1.3275335693e+02,1.1814655304e+01,1.3188819885e+02,-5.6264300346e+00,6.9590001106e+00
 407,"NGC 2682 Sand 364 b,5.2999997139e-01,9.9999997765e-03,9.9999997765e-03,3.4999999404e-01,7.9999998212e-02,7.9999998212e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1243686683e+00,2.0751592340e-01,1.8708474412e-01,3.9590000153e+01,3.5819999695e+01,3.5819999695e+01,0,1.3248675537e+02,1.1692483902e+01,1.3166891479e+02,-5.8146948814e+00,1.2170999908e+02
 408,    "NGC 4349 127 b",1.6799999475e+00,1.5000000596e-01,1.5000000596e-01,1.8999999762e-01,7.0000000298e-02,7.0000000298e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1286426104e+00,2.0659100577e-01,1.7670339592e-01,1.9979999542e+01,6.2300000191e+00,6.2300000191e+00,0,1.8614781189e+02,-6.1820003510e+01,2.2021763611e+02,-5.2056186676e+01,6.7779998779e+02
 409,          "Pr0211 b",3.1759999692e-02,1.5000000712e-04,1.5000000712e-04,1.0999999940e-02,1.2000000104e-02,8.0000003800e-03,1.7000000000e+01,8.7000000000e+01,1.1100000000e+02,1.1899947284e+00,2.2232895540e-01,1.9311507905e-01,8.2999998331e-01,9.9999997765e-03,9.9999997765e-03,0,1.3054788208e+02,1.9277044296e+01,1.2785971069e+02,1.0075659752e+00,2.1461000443e+00
 410,       "HD 191806 b",2.7999999523e+00,1.0000000149e-01,1.0000000149e-01,2.5900000334e-01,1.7000000924e-02,1.7000000924e-02,4.0000000000e+00,4.1999998093e+00,4.1999998093e+00,1.1260829191e+00,1.9769226017e-01,1.7649385472e-01,1.0512277132e+00,6.6379906551e-02,6.6379906551e-02,0,3.0236795044e+02,5.2276329041e+01,3.3403488159e+02,6.8633384705e+01,1.6063000488e+03
 411,       "HD 214823 b",3.1800000668e+00,1.1999999732e-01,1.1999999732e-01,1.5399999917e-01,1.4000000432e-02,1.4000000432e-02,1.2590000153e+02,6.6999998093e+00,6.6999998093e+00,1.0707075049e+00,1.7166180139e-01,1.6855743714e-01,1.7372590564e+00,2.2371499589e-01,2.2371499589e-01,0,3.4008279419e+02,3.1787593842e+01,3.5598217773e+02,3.6761539459e+01,1.8770000000e+03
 412,       "HD 221585 b",2.3059999943e+00,8.1000000238e-02,8.1000000238e-02,1.2300000340e-01,6.8999998271e-02,6.8999998271e-02,-6.8000001907e+00,2.8000000000e+01,2.8000000000e+01,1.1835476511e+00,2.2120296626e-01,1.8856943467e-01,1.7023396401e+00,1.1740731748e-01,1.1740731748e-01,0,3.5322518921e+02,6.3155483246e+01,3.4312732697e+01,5.7118972778e+01,1.1730000000e+03
 413,       "HD 219828 c",5.9600000381e+00,5.9600000381e-01,5.9600000381e-01,8.1150001287e-01,3.1999999192e-03,3.1999999192e-03,1.4577000427e+02,2.8000000119e-01,2.8000000119e-01,1.0821747443e+00,2.1593394935e-01,1.7957838535e-01,1.5599999428e+00,3.9999999106e-02,3.9999999106e-02,0,3.4969473267e+02,1.8645719528e+01,3.5825869751e+02,2.1146738052e+01,4.7910000000e+03
 414,         "alf Tau b",1.4600000381e+00,2.7000001073e-01,2.7000001073e-01,1.0000000149e-01,5.0000000745e-02,5.0000000745e-02,2.8700000000e+02,2.9000000000e+01,2.9000000000e+01,1.1270504894e+00,2.1951426459e-01,1.8470279736e-01,4.5099998474e+01,1.0000000149e-01,1.0000000149e-01,0,6.8980163574e+01,1.6509302139e+01,6.9789192200e+01,-5.4673271179e+00,6.2896002197e+02
 415,  "TYC 1422-614-1 b",6.8999999762e-01,2.9999999329e-02,2.9999999329e-02,5.9999998659e-02,5.9999998659e-02,1.9999999553e-02,5.0000000000e+01,5.0000000000e+01,4.3000000000e+01,1.1845766835e+00,2.0938661604e-01,1.9990056264e-01,6.8499999046e+00,1.3799999952e+00,1.3799999952e+00,0,1.5427780151e+02,1.9558471680e+01,1.4908459473e+02,8.3064088821e+00,1.9839999390e+02
 416,  "TYC 1422-614-1 c",1.3700000048e+00,5.9999998659e-02,5.9999998659e-02,4.8000000417e-02,1.9999999553e-02,1.4000000432e-02,1.3000000000e+02,2.0000000000e+01,2.0000000000e+01,1.0924836194e+00,2.0356730333e-01,1.6620130270e-01,6.8499999046e+00,1.3799999952e+00,1.3799999952e+00,0,1.5427780151e+02,1.9558471680e+01,1.4908459473e+02,8.3064088821e+00,5.5929998779e+02
 417,          "WASP-8 c",5.2800002098e+00,6.2999999523e-01,6.2999999523e-01,0.0000000000e+00,0.0000000000e+00,-0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,-0.0000000000e+00,1.1135879943e+00,1.9695368934e-01,1.8149713706e-01,1.0299999714e+00,3.9999999106e-02,3.9999999106e-02,0,3.5990029907e+02,-3.5031391144e+01,3.4433392334e+02,-3.1741714478e+01,4.3230000000e+03
 418,         "GJ 3998 b",2.8999999166e-02,1.0000000475e-03,1.0000000475e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2128423048e-01,4.1069038194e-02,2.5179012276e-02,4.9000000954e-01,5.0000000745e-02,5.0000000745e-02,0,2.5900265503e+02,1.1057665825e+01,2.5694827271e+02,3.4000026703e+01,2.6497700214e+00
 419,         "GJ 3998 c",8.9000001550e-02,3.0000000261e-03,3.0000000261e-03,4.8999998719e-02,5.2000001073e-02,3.4000001848e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,2.0900282429e-01,9.0502784556e-02,6.0045696011e-02,4.9000000954e-01,5.0000000745e-02,5.0000000745e-02,0,2.5900265503e+02,1.1057665825e+01,2.5694827271e+02,3.4000026703e+01,1.3739999771e+01
 420,     "Proxima Cen b",4.8500001431e-02,4.1000000201e-03,4.1000000201e-03,3.4999999404e-01,0.0000000000e+00,0.0000000000e+00,3.1000000000e+02,0.0000000000e+00,0.0000000000e+00,9.5776835214e-02,1.2053631251e-02,1.0406662257e-02,1.4000000060e-01,1.9999999553e-02,1.9999999553e-02,0,2.1742895508e+02,-6.2679485321e+01,2.3911465454e+02,-4.4763309479e+01,1.1185999870e+01
 421,        "GJ 676 A c",6.5999999046e+00,1.0000000149e-01,1.0000000149e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1246522565e+00,2.0590697038e-01,1.6761070900e-01,6.8999999762e-01,7.0000000298e-02,7.0000000298e-02,0,2.6254669189e+02,-5.1636978149e+01,2.6475204468e+02,-2.8333379745e+01,7.3370000000e+03
 422,        "GJ 676 A e",1.8802590221e-01,1.9373925770e-02,1.9373925770e-02,1.2500000000e-01,1.1900000274e-01,8.6999997497e-02,3.3170001221e+02,1.9700000763e+01,5.7900001526e+01,2.4394250408e-01,1.0110667161e-01,7.5121329027e-02,6.8999999762e-01,7.0000000298e-02,7.0000000298e-02,0,2.6254669189e+02,-5.1636978149e+01,2.6475204468e+02,-2.8333379745e+01,3.5389999390e+01
 423,          "GJ 876 b",2.0831699669e-01,1.9999999495e-05,1.9999999495e-05,3.2400000840e-02,1.3000000035e-03,1.3000000035e-03,5.0299999237e+01,3.2000000477e+00,3.2000000477e+00,1.1946659036e+00,2.0901057320e-01,1.9554756718e-01,3.0000001192e-01,1.5000000596e-01,1.5000000596e-01,0,3.4331973267e+02,-1.4263699532e+01,3.3916921997e+02,-6.6266617775e+00,6.1116600037e+01
 424,        "HD 30177 c",9.8900003433e+00,1.0399999619e+00,1.0399999619e+00,2.1999999881e-01,1.4000000060e-01,1.4000000060e-01,1.9000000000e+01,3.0000000000e+01,3.0000000000e+01,1.1115604649e+00,2.0577546876e-01,1.7401344253e-01,1.1299999952e+00,3.9999999106e-02,3.9999999106e-02,0,7.0476554871e+01,-5.8020755768e+01,3.4261444092e+01,-7.7634170532e+01,1.1613000000e+04
 425,         "HD 4732 c",4.5999999046e+00,2.3000000417e-01,2.3000000417e-01,2.3000000417e-01,7.0000000298e-02,7.0000000298e-02,1.1800000000e+02,1.5000000000e+01,1.5000000000e+01,1.1777405528e+00,2.1795432878e-01,1.9677493746e-01,5.4000000954e+00,4.0000000596e-01,4.0000000596e-01,0,1.2308116913e+01,-2.4136671066e+01,1.0166929960e+00,-2.6907550812e+01,2.7320000000e+03
 426,       "WASP-94 B b",3.3500000834e-02,6.0000002850e-04,6.0000002850e-04,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2429666240e+00,2.2209446352e-01,1.9210267228e-01,1.3500000238e+00,1.1999999732e-01,1.1999999732e-01,0,3.1378814697e+02,-3.4135520935e+01,3.0659298706e+02,-1.6091014862e+01,2.0083899498e+00
 427,        "V830 Tau b",5.7000000030e-02,1.0000000475e-03,1.0000000475e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2362101284e+00,2.1795413325e-01,1.8025442098e-01,2.0000000000e+00,2.0000000298e-01,2.0000000298e-01,0,6.8291801453e+01,2.4562049866e+01,7.0320716858e+01,2.5936551094e+00,4.9270000458e+00
 428,       "HIP 65891 b",2.8099999428e+00,9.0000003576e-02,9.0000003576e-02,1.2999999523e-01,5.0000000745e-02,5.0000000745e-02,3.5550000000e+02,1.5500000000e+01,1.5500000000e+01,1.1303834995e+00,2.0186728395e-01,1.8081232330e-01,8.9300003052e+00,1.0199999809e+00,1.0199999809e+00,0,2.0260530090e+02,-5.8664356232e+01,2.2745765686e+02,-4.4760055542e+01,1.0845000000e+03
 429,      "HIP 107773 b",7.2000002861e-01,2.9999999329e-02,2.9999999329e-02,9.0000003576e-02,5.9999998659e-02,5.9999998659e-02,1.6600000000e+02,3.2599998474e+01,3.2599998474e+01,1.1857411812e+00,2.2251740582e-01,1.9000531312e-01,1.1600000381e+01,1.3999999762e+00,1.3999999762e+00,0,3.2750051880e+02,-6.4712539673e+01,3.0228417969e+02,-4.7584392548e+01,1.4430000305e+02
 430,     "HD 178911 B b",3.4000000358e-01,9.9999997765e-03,9.9999997765e-03,1.0999999940e-01,0.0000000000e+00,-0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1184106025e+00,2.1920635393e-01,1.7534114050e-01,1.0800000429e+00,5.0000000745e-02,5.0000000745e-02,0,2.8726293945e+02,3.4599849701e+01,2.9625070190e+02,5.6476600647e+01,7.1484001160e+01
 431,       "HD 180902 b",1.3799999952e+00,3.9999999106e-02,3.9999999106e-02,9.0000003576e-02,1.0000000149e-01,1.0000000149e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1911744950e+00,2.2864941885e-01,1.7986332765e-01,3.7799999714e+00,1.0999999940e-01,1.0999999940e-01,0,2.8982379150e+02,-2.3558155060e+01,2.8811654663e+02,-1.3570170403e+00,4.7900000000e+02
 432,       "HD 181433 c",1.7599999905e+00,1.7599999905e-01,1.7599999905e-01,2.8000000119e-01,1.9999999553e-02,1.9999999553e-02,2.1399999619e+01,3.2000000477e+00,3.2000000477e+00,1.2492104810e+00,2.2916150387e-01,1.9304997776e-01,7.9000002146e-01,9.9999997765e-03,9.9999997765e-03,0,2.9128985596e+02,-6.6468795776e+01,2.8160308838e+02,-4.3884979248e+01,9.6200000000e+02
 433,       "HD 190647 b",2.0699999332e+00,5.9999998659e-02,5.9999998659e-02,1.8000000715e-01,1.9999999553e-02,1.9999999553e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1826797467e+00,2.1194361948e-01,1.7675673407e-01,1.4500000477e+00,1.9999999553e-02,1.9999999553e-02,0,3.0183197021e+02,-3.5538631439e+01,2.9637582397e+02,-1.4968583107e+01,1.0380999756e+03
 434,       "HD 192310 c",1.1799999475e+00,2.5000000373e-02,2.5000000373e-02,3.1999999285e-01,1.0999999940e-01,1.0999999940e-01,1.1000000000e+02,2.1000000000e+01,2.1000000000e+01,4.6027756647e-01,2.0908292501e-01,1.3935967035e-01,8.2736248118e-01,9.6054911840e-02,9.6054911840e-02,0,3.0382244873e+02,-2.7032976151e+01,2.9997213745e+02,-7.0446639061e+00,5.2579998779e+02
 435,       "HD 196050 b",2.5099999905e+00,5.0000000745e-02,5.0000000745e-02,2.3000000417e-01,3.9999999106e-02,3.9999999106e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1771876278e+00,2.0725295856e-01,1.9098198374e-01,1.4199999571e+00,2.9999999329e-02,2.9999999329e-02,0,3.0946545410e+02,-6.0634483337e+01,2.9418582153e+02,-4.0466609955e+01,1.3780000000e+03
 436,       "HD 197037 b",2.0699999332e+00,5.0000000745e-02,5.0000000745e-02,2.1999999881e-01,7.0000000298e-02,7.0000000298e-02,2.9800000000e+02,2.6000000000e+01,2.6000000000e+01,1.2321044125e+00,2.2856103112e-01,1.9788464912e-01,1.1096358833e+00,1.6237914845e-01,1.6237914845e-01,0,3.0988732910e+02,4.2248550415e+01,3.3188040161e+02,5.7436962128e+01,1.0356999512e+03
 437,        "HD 19994 b",1.3049999475e+00,1.6000000760e-02,1.6000000760e-02,6.3000001013e-02,6.1999998987e-02,6.1999998987e-02,3.4600000000e+02,5.5000000000e+01,5.5000000000e+01,1.2045250602e+00,2.2930526694e-01,1.8806027901e-01,1.5389333969e+00,1.4859540995e+00,1.4859540995e+00,0,4.8193485260e+01,-1.1961009502e+00,4.5382858276e+01,-1.8396461487e+01,4.6620001221e+02
 438,       "HD 206610 b",1.5399999619e+00,5.0000000745e-02,5.0000000745e-02,2.3000000417e-01,5.9999998659e-02,5.9999998659e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1934259471e+00,2.1885252045e-01,2.0112517342e-01,4.9200000763e+00,3.0000001192e-01,3.0000001192e-01,0,3.2585375977e+02,-7.4082531929e+00,3.2559835815e+02,5.9184398651e+00,6.1000000000e+02
 439,        "HD 20794 c",2.0360000432e-01,3.4000000451e-03,3.4000000451e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.1947118295e-01,4.5032833574e-02,2.4766544985e-02,1.0812588077e+00,1.4783356970e-01,1.4783356970e-01,0,4.9981876373e+01,-4.3069782257e+01,2.7223466873e+01,-5.8111755371e+01,4.0113998413e+01
 440,       "HD 208527 b",2.0999999046e+00,2.0000000298e-01,2.0000000298e-01,7.9999998212e-02,3.9999999106e-02,3.9999999106e-02,2.7800000000e+02,1.9500000000e+01,1.9500000000e+01,1.1078392490e+00,1.9053961634e-01,1.7672265208e-01,5.1099998474e+01,8.3000001907e+00,8.3000001907e+00,0,3.2909994507e+02,2.1239858627e+01,3.3974981689e+02,3.1518802643e+01,8.7550000000e+02
 441,          "XO-2 S b",1.2999999523e-01,1.2999999523e-02,1.2999999523e-02,1.8000000715e-01,3.9999999106e-02,3.9999999106e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,9.5274850597e-01,4.0639215932e-01,2.9081661447e-01,1.0000000000e+00,3.9999999106e-02,3.9999999106e-02,0,1.1703117371e+02,5.0217556000e+01,1.0933860016e+02,2.8577278137e+01,1.8156999588e+01
 442,          "XO-2 S c",4.7560000420e-01,8.7000001222e-03,8.7000001222e-03,1.5279999375e-01,9.3999998644e-03,9.8000001162e-03,2.6450000000e+02,4.9000000954e+00,4.9000000954e+00,1.1978689330e+00,2.1898470378e-01,1.8014021710e-01,1.0000000000e+00,3.9999999106e-02,3.9999999106e-02,0,1.1703117371e+02,5.0217556000e+01,1.0933860016e+02,2.8577278137e+01,1.2080000305e+02
 443,       "HD 210702 b",1.2000000477e+00,1.2000000477e-01,1.2000000477e-01,9.3999996781e-02,5.2000001073e-02,5.2000001073e-02,1.2600000000e+02,4.7000000000e+01,4.7000000000e+01,1.1821446598e+00,2.1539310164e-01,1.9560450247e-01,5.0999999046e+00,4.0000000596e-01,4.0000000596e-01,0,3.3296386719e+02,1.6040550232e+01,3.4123156738e+02,2.5295532227e+01,3.5479998779e+02
 444,       "HD 215497 b",5.0000000745e-02,5.0000000745e-03,5.0000000745e-03,1.5999999642e-01,9.0000003576e-02,9.0000003576e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,2.1096688788e-01,1.0772044568e-01,9.2167349305e-02,8.5000002384e-01,3.9999999106e-02,3.9999999106e-02,0,3.4165313721e+02,-5.6599533081e+01,3.1677703857e+02,-4.4189079285e+01,3.9340400696e+00
 445,       "HD 216437 b",2.3199999332e+00,2.3199999332e-01,2.3199999332e-01,2.8999999166e-01,1.1999999732e-01,1.1999999732e-01,6.3000000000e+01,2.2000000000e+01,2.2000000000e+01,1.1888942729e+00,2.1936012096e-01,1.8199095096e-01,1.3543513468e+00,7.2021874836e-01,7.2021874836e-01,0,3.4366452026e+02,-7.0073707581e+01,3.0530020142e+02,-5.5530181885e+01,1.2560000000e+03
 446,       "HD 217107 b",7.9999998212e-02,7.9999998212e-03,7.9999998212e-03,1.2999999523e-01,9.9999997765e-03,9.9999997765e-03,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2071680664e+00,2.2542655633e-01,1.9762994313e-01,1.1100000143e+00,9.9999997765e-03,9.9999997765e-03,0,3.4456475830e+02,-2.3953850269e+00,3.4485913086e+02,3.8663411140e+00,7.1268200874e+00
 447,       "HD 219077 b",6.2199997902e+00,9.0000003576e-02,9.0000003576e-02,7.6999998093e-01,3.0000000261e-03,3.0000000261e-03,5.7610000610e+01,4.1999998689e-01,4.1999998689e-01,1.1034109967e+00,2.0552422869e-01,1.7801670928e-01,1.9099999666e+00,2.9999999329e-02,2.9999999329e-02,0,3.4852743530e+02,-6.2700004578e+01,3.1579586792e+02,-5.1169406891e+01,5.5010000000e+03
 448,       "HD 219828 b",5.0000000745e-02,5.0000000745e-03,5.0000000745e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,4.0821001233e-01,1.7893690513e-01,1.3141204878e-01,1.5599999428e+00,3.9999999106e-02,3.9999999106e-02,0,3.4969473267e+02,1.8645719528e+01,3.5825869751e+02,2.1146738052e+01,3.8334999084e+00
 449,       "HD 220773 b",4.9400000572e+00,2.0000000298e-01,2.0000000298e-01,5.0999999046e-01,1.0000000149e-01,1.0000000149e-01,2.2600000000e+02,1.3000000000e+01,1.3000000000e+01,1.2020000979e+00,2.1428966624e-01,2.0274161318e-01,1.3619855124e+00,2.0092765990e-01,2.0092765990e-01,0,3.5161434937e+02,8.6438446045e+00,3.5576074219e+02,1.1258813858e+01,3.7246999512e+03
 450,       "HD 224693 b",1.9200000167e-01,1.9200000167e-02,1.9200000167e-02,5.0000000745e-02,2.9999999329e-02,2.9999999329e-02,6.0000000000e+00,2.0000000000e+02,2.0000000000e+02,1.2414515980e+00,1.9420953797e-01,1.9823663524e-01,1.7000000477e+00,3.0000001192e-01,3.0000001192e-01,0,3.5997430420e+02,-2.2428113937e+01,3.5065338135e+02,-2.0479761124e+01,2.6729999542e+01
 451,       "HD 240210 b",1.1599999666e+00,1.1599999666e-01,1.1599999666e-01,1.5000000596e-01,1.9999999553e-02,1.9999999553e-02,2.7758999634e+02,7.7699999809e+00,7.7699999809e+00,1.1458678162e+00,2.2930554306e-01,1.9145039649e-01,1.0534555079e+01,1.6754484360e+00,1.6754484360e+00,0,3.4762179565e+02,5.7029457092e+01,2.3095895767e+01,5.4698856354e+01,5.0175000000e+02
 452,        "HD 28185 b",1.0199999809e+00,1.9999999553e-02,1.9999999553e-02,5.0000000745e-02,2.9999999329e-02,2.9999999329e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1339877495e+00,2.0501213139e-01,1.7795012695e-01,1.0299999714e+00,9.9999997765e-03,9.9999997765e-03,0,6.6609672546e+01,-1.0550821304e+01,6.2664634705e+01,-3.1797170639e+01,3.7900000000e+02
 453,       "HD 285968 b",6.5999999642e-02,6.5999999642e-03,6.5999999642e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.5492939756e-01,1.0872671932e-01,7.3178915829e-02,4.4999998808e-01,1.9999999553e-02,1.9999999553e-02,0,7.0732406616e+01,1.8958171844e+01,7.1784591675e+01,-3.2710020542e+00,8.7835998535e+00
 454,         "HD 2952 b",1.2300000191e+00,1.9999999553e-02,1.9999999553e-02,1.2999999523e-01,9.0000003576e-02,9.0000003576e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2139140808e+00,2.2590773860e-01,1.8399083182e-01,1.0760000229e+01,5.7999998331e-01,5.7999998331e-01,0,8.2933111191e+00,5.4894985199e+01,3.5206459045e+01,4.5856365204e+01,3.1160000610e+02
 455,        "HD 30562 b",2.3399999142e+00,5.9999998659e-02,5.9999998659e-02,7.5999999046e-01,5.0000000745e-02,5.0000000745e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2034949984e+00,2.3096748444e-01,1.8762218408e-01,1.6100000143e+00,2.9999999329e-02,2.9999999329e-02,0,7.2151603699e+01,-5.6740450859e+00,6.9816970825e+01,-2.7871351242e+01,1.1570000000e+03
 456,        "HD 31253 b",1.2599999905e+00,1.9999999553e-02,1.9999999553e-02,3.0000001192e-01,2.0000000298e-01,2.0000000298e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2255945351e+00,2.5277093327e-01,1.9453248158e-01,1.7500000000e+00,3.9999999106e-02,3.9999999106e-02,0,7.3681892395e+01,1.2352201462e+01,7.3808357239e+01,-1.0174572945e+01,4.6600000000e+02
 457,        "HD 33283 b",1.5000000596e-01,1.5000000596e-02,1.5000000596e-02,4.7999998927e-01,5.0000000745e-02,5.0000000745e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1572784051e+00,3.8157038401e-01,3.1197097961e-01,1.7400000095e+00,5.0000000745e-02,5.0000000745e-02,0,7.7004219055e+01,-2.6797472000e+01,7.2023452759e+01,-4.9428932190e+01,1.8179000854e+01
 458,        "HD 37124 c",1.7100000381e+00,6.5000001341e-03,6.5000001341e-03,1.2500000000e-01,5.4999999702e-02,5.4999999702e-02,5.3000000000e+01,1.7000000000e+01,1.7000000000e+01,1.2410062652e+00,2.2530756073e-01,1.7733606389e-01,-9.9900000000e+02,-9.9900000000e+02,-9.9900000000e+02,0,8.4260360718e+01,2.0730787277e+01,8.4627555847e+01,-2.6015269756e+00,8.8550000000e+02
 459,        "HD 37605 c",3.8139998913e+00,5.7999998331e-02,5.7999998331e-02,1.3000000268e-02,1.4999999665e-02,1.4999999665e-02,2.2100000000e+02,7.8000000000e+01,7.8000000000e+01,1.1522130766e+00,2.0529331432e-01,1.7203458442e-01,9.4999998808e-01,1.9999999553e-02,1.9999999553e-02,0,8.5007209778e+01,6.0605788231e+00,8.4799629211e+01,-1.7288627625e+01,2.7200000000e+03
 460,        "HD 38801 b",1.6499999762e+00,2.9999999329e-02,2.9999999329e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.0987102760e+00,1.8903806993e-01,1.8069577738e-01,2.3800001144e+00,7.0000000298e-02,7.0000000298e-02,0,8.6996566772e+01,-8.3276996613e+00,8.6505424500e+01,-3.1730564117e+01,6.9629998779e+02
 461,        "HD 40307 c",7.9899996519e-02,4.0000001900e-03,4.0000001900e-03,5.9999998659e-02,1.0999999940e-01,5.9999998659e-02,2.3489999390e+02,0.0000000000e+00,0.0000000000e+00,2.1393690792e-01,9.3500858726e-02,6.4643455286e-02,8.6032427118e-01,1.6226366202e-01,1.6226366202e-01,0,8.8517669678e+01,-6.0023471832e+01,8.3514335632e+01,-8.3429374695e+01,9.6183996201e+00
 462,        "HD 40307 g",6.0000002384e-01,3.4000001848e-02,3.4000001848e-02,2.8999999166e-01,3.1000000238e-01,2.8999999166e-01,9.1699996948e+01,0.0000000000e+00,0.0000000000e+00,2.2004271784e-01,1.0870171883e-01,7.9268231390e-02,8.5994385431e-01,1.6316797745e-01,1.6316797745e-01,0,8.8517669678e+01,-6.0023471832e+01,8.3514335632e+01,-8.3429374695e+01,1.9780000305e+02
 463,      "HD 41004 A b",1.6930141543e+00,7.2840787985e-02,7.2840787985e-02,7.4000000954e-01,2.0000000298e-01,2.0000000298e-01,9.7000000000e+01,3.1000000000e+01,3.1000000000e+01,1.1794301158e+00,2.2115104880e-01,1.9286518717e-01,9.7672194588e-01,5.3692289009e-01,5.3692289009e-01,0,8.9956871033e+01,-4.8239692688e+01,8.9908622742e+01,-7.1678970337e+01,9.6300000000e+02
